,region_center_ap,region_id,survival_days,sex,paxinos_flatmap_x,id,display_name,title,section,case_id,section_y,section_x,status,a,region_name,memo,hemisphere,injection_id,flatmap_y,flatmap_x,dob,h,region,l,case_memo,paxinos_flatmap_y,action,perfusion_date,injection_date,tracer
155,-3.5,2743,,F,-1.21812656402588,292,CJ189NM,cj189nm-ctbgr-c17d,c17d,CJ189NM,3.492364,2.19584,Hidden,2.943,Area 31 of cortex,CTB-green was injected in medial posterior parietal area 31.,L,CJ189NM-CTBgr,-10.4438405139002,-0.202792925540868,2015-02-15,16.459,A31,0.753,This animal had 4 effective injections.,-8.54094856262207,https://www.marmosetbrain.org/goto/CJ189NM/c17d/2.19584/3.492364/3,2017-10-11,2017-06-23,CTBgr
156,-3.5,2743,13.0,F,,200,CJ189,cj189-ctbgr-c17d,c17d,CJ189,3.491939,2.19584,Hidden,2.5,Area 31 of cortex,CTB-green was injected in medial posterior parietal area 31.,L,CJ189-CTBgr,-8.57649517059326,-1.23814332485199,2015-02-15,16.5,A31,1.25,This animal had 4 effective injections.,,https://www.marmosetbrain.org/goto/CJ189/c17d/2.19584/3.491939/3,2017-10-11,2017-06-23,CTBgr
157,-3.5,2740,15.0,F,,233,CJ195,cj195-dy-c18a,c18a,CJ195,5.063675,2.395466,Hidden,2.5,Area 23b of cortex,The DY injection was placed in the posterior cingulate cortex (including parts of areas 23a and 23b). It was a clean injection with no leakage of tracer up the needle track. The results are consistent with those of other injections in the same region (e.g. CJ153-FR).,L,CJ195-DY,-10.14111328125,-0.772443294525146,2015-01-16,15.1,A23b,0.5,"This animal had 3 tracer injections along the midline cortex. Histology suffered from damage to the ventral temporal lobe incurred during tissue processing, and several sections (c20b to r16a) are fragmented and/ or have missing parts in this region. Fortunately there was no evidence of  labeled neurones in the neighbourhood of the damage, or in the fragments preserved, so results are likely not affected by this mishap.",,https://www.marmosetbrain.org/goto/CJ195/c18a/2.395466/5.063675/3,2018-08-29,2018-08-14,DY
158,-3.5,2740,8.0,F,,176,CJ153,cj153x-fr-c17d,c17d,CJ153X,4.851391,2.693083,Active,2.15,Area 23b of cortex,"The FR injection was very successful in resulting in a restricted stein posterior cingulate cortex, largely contained in area 23b.",L,CJ153-FR,-9.91282081604004,-0.665195107460022,2013-05-10,15.3,A23b,0.8,This animal had injections in both hemispheres but results were of unequal quality.,,https://www.marmosetbrain.org/goto/CJ153X/c17d/2.693083/4.851391/3,2014-12-10,2014-12-02,FR
159,-3.5,2739,9.0,F,,65,CJ84,cj84-fe-c17a,c17a,CJ84,6.636487,2.660027,Active,2.0,Area 23a of cortex,"FE injection was very small, restricted to supragranular layers of area 23a (near caudal end).",L,CJ84-FE,-11.2787265777588,0.44224813580513,2003-11-07,13.5,A23a,0.2,"Note: injections were in left hemisphere, images are flipped for consistency with other cases.",,https://www.marmosetbrain.org/goto/CJ84/c17a/2.660027/6.636487/3,2008-06-12,2008-06-03,FE
160,-3.5,2739,16.0,M,,145,CJ146L,cj146l-fr-r49a,r49a,CJ146L,5.168588,13.967008,Active,1.5,Area 23a of cortex,The FR injection was located in the infragranular layers of  the midline cortex. It was centred in area 23a but probably included portions of adjacent areas. Plots of this injection are only available for sections every 800 µm.,L,CJ146L-FR,-10.7415704727173,0.274990379810333,2012-04-11,14.0,A23a,1.3,"This animal had different injections in  the two hemispheres (FB in right, DY and FR in left). Because the reconstruction of each hemisphere is run separately, this appears here as two cases (CJ146R and CJ146L). Sections from left hemisphere have been flipped horizontally to preserve the common format of all cases and facilitate comparisons.

An electrophysiological experiment using an ""Utah"" multilectrode array was also conducted. Tracks can be observed (see e.g. sections r46a/ b).

We experienced problems during sectioning of the caudal block, so histology at some caudal levels is suboptimal, in particular with tears in the white matter.",,https://www.marmosetbrain.org/goto/CJ146L/r49a/13.967008/5.168588/3,2014-05-22,2014-05-06,FR
161,-3.5,2740,13.0,M,,166,CJ80,cj80-fb-c36a,c36a,CJ80,5.716576,13.534635,Active,1.4,Area 23b of cortex,"The FB injection was centred in area 23b, but the halo invaded cortex located more dorsally along the midline (probably area 31).",R,CJ80-FB,-9.45292282104492,-0.224375128746033,2006-04-07,15.5,A23b,0.8,"
This animal had injections directed to the posterior cingulate region. The right hemisphere (on the left of the images) had damage incurred during the surgery for injection but the injected hemisphere had no damage.",,https://www.marmosetbrain.org/goto/CJ80/c36a/13.534635/5.716576/3,2007-12-12,2007-11-29,FB
162,-3.5,2739,13.0,M,,167,CJ80,cj80-fr-c35a,c35a,CJ80,7.157973,15.141866,Active,1.2,Area 23a of cortex,"The FR injection was quite small, and straddled the border between cytoarchitectural areas 23a and 23b. Unlike more rostral injections in area 23, this case revealed substantial connections with visual areas, suggesting that area 23 has rostrocaudal subdivisions.",R,CJ80-FR,-11.3090381622314,0.747825145721436,2006-04-07,14.0,A23a,0.55,"
This animal had injections directed to the posterior cingulate region. The right hemisphere (on the left of the images) had damage incurred during the surgery for injection but the injected hemisphere had no damage.",,https://www.marmosetbrain.org/goto/CJ80/c35a/15.141866/7.157973/3,2007-12-12,2007-11-29,FR
163,-2.5,2714,11.0,M,,126,CJ180,cj180-ctbr-r16c,r16c,CJ180,14.059186,10.381451,Active,6.25,Temporal area TE3 (inferior temporal cortex),"The CTB-red injection was located in the inferior temporal cortex. Preliminary analysis suggests a location in cytoarchitectural area TE3, but invasion of adjacent polysensory cortex is possible.",R,CJ180-CTBr,8.61522006988525,-3.68105626106262,2014-01-29,5.2,TE3,10.5,This animal had 4 tracer injections in the temporal lobe.,,https://www.marmosetbrain.org/goto/CJ180/r16c/10.381451/14.059186/3,2016-10-28,2016-10-17,CTBr
164,-2.5,2714,,F,-1.9446685791015632,319,CJ207,cj207-ctbgr-c42a,c42a,CJ207,12.780753,22.348615,Hidden,4.503,Temporal area TE3 (inferior temporal cortex),"The CTB-green injection included the supragranular layers of cytoarchitectural area PGa/IPa, and the dorsal most part of cytoarchitectural area TE3.",L,CJ207-CTBgr,5.33481882974508,-1.24278273866255,2015-03-20,7.426,TE3,10.402,"This animal received 4 tracer injections, but the DY injection invaded the white matter extensively and has not been analysed. The DY injection site is visible in section c30a.",6.458012084960938,https://www.marmosetbrain.org/goto/CJ207/c42a/22.348615/12.780753/3,2020-10-20,2020-10-07,CTBgr
165,-2.5,2714,11.0,M,,128,CJ180,cj180-dy-r20a,r20a,CJ180,13.401708,10.864528,Active,4.1,Temporal area TE3 (inferior temporal cortex),"The DY injection was placed in the dorsal part of cytoarchitectural area TE3,.",R,CJ180-DY,7.42761421203613,-1.76532673835754,2014-01-29,6.3,TE3,11.1,This animal had 4 tracer injections in the temporal lobe.,,https://www.marmosetbrain.org/goto/CJ180/r20a/10.864528/13.401708/3,2016-10-28,2016-10-17,DY
166,-2.5,2714,,F,-1.8399999999999999,268,W6DL,w6dl-dy-c36b,c36b,W6DL,13.601924,22.66219,Hidden,4.064,Temporal area TE3 (inferior temporal cortex),The DY injection was in the centre of inferior temporal area TE3.,L,W6DL-DY,6.68600512314383,-0.828448167590883,2008-11-06,5.894,TE3,11.093,"This animal had a large V1 lesion in the left hemisphere, which encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. The lesion was created at the age of 6 weeks postnatal.
After reaching adulthood this animal received 2 injections (FB and DY) in the left (V1 lesion) hemisphere. It also received FE and FR injections in the right (non-lesioned) hemisphere.",7.640000000000001,https://www.marmosetbrain.org/goto/W6DL/c36b/22.66219/13.601924/3,2010-05-05,2010-04-20,DY
167,-2.5,2734,,F,-1.9661157226562516,295,CJ203NM,cj203nm-dy-c18c,c18c,CJ203NM,4.693273,8.264025,Hidden,2.983,Parietal area PG,"The DY injection was well restricted to area PG, and involved most layers. The halo may have entered the rostral part of area PFG, but given the subtle nature of the cytoarchitectural transition this is uncertain. This injection was more effective than most others in PG, leading to an extensive pattern of label involving association areas in frontal, parietal, ventral temporal and cingulate cortex.",L,CJ203NM-DY,-3.50520918952305,-0.539898879647533,2016-11-14,15.199,PG,6.545,"This animal received 4 injections, but only two satisfied the inclusion criteria: a DY injection in posterior parietal area PG, and a CTB-red injection in the retrosplenial cortex (area 23V).",-2.1623526000976554,https://www.marmosetbrain.org/goto/CJ203NM/c18c/8.264025/4.693273/3,2019-11-11,2019-10-22,DY
168,-2.5,2734,22.0,M,,170,CJ802,cj802-fb-r21b,r21b,CJ802,6.177043,9.427056,Active,2.9,Parietal area PG,"The FB injection involved the junction of various parietal areas. the bulk of the injection was located in cytoarchitectural area PG, but parts of it involved caudal (PG, MST) and possibly rostral (TPt) areas, resulting in a complex pattern of label.",R,CJ802-FB,-0.443332254886627,-2.33592963218689,2013-09-09,14.0,PG,8.0,"This animal had 4 effective injections. There was some loss of ventral temporal lobe tissue due to an accident during histological processing, which is apparent between sections r11b and r21b. However, analysis of the detached segment of cortex showed few if any labeled neurones are likely to have been missed in the analysis of connections.",,https://www.marmosetbrain.org/goto/CJ802/r21b/9.427056/6.177043/3,2017-05-24,2017-05-02,FB
169,-2.5,2734,,F,,236,CJ203,cj203-dy-c18c,c18c,CJ203,4.693273,8.264025,Hidden,2.9,Parietal area PG,"The DY injection was well restricted to area PG, and involved most layers. The halo may have entered the rostral part of area PFG, but given the subtle nature of the cytoarchitectural transition this is uncertain. This injection was more effective than most others in PG, leading to an extensive pattern of label involving association areas in frontal, parietal, ventral temporal and cingulate cortex.",L,CJ203-DY,-1.98768997192383,-2.00669813156128,2016-11-14,14.8,PG,6.8,"This animal received 4 injections, but only two satisfied the inclusion criteria: a DY injection in posterior parietal area PG, and a CTB-red injection in the retrosplenial cortex (area 23V).",,https://www.marmosetbrain.org/goto/CJ203/c18c/8.264025/4.693273/3,2019-11-11,2019-10-22,DY
170,-2.5,2734,,M,-1.3599999999999994,336,W6F,w6f-ctbgr-c32a,c32a,W6F,6.228285,18.874144,Hidden,2.196,Parietal area PG,"The injection of CTB-green was in parietal area PG, and encompassed all layers with m animal to no involvement of white matter or the adjacent area (LIP)",L,W6F-CTBgr,-3.83340883948486,0.291545784560668,2017-05-20,15.412,PG,6.345,"This animal had a large V1 lesion in the injected hemisphere, created at the age of 38 days postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. It received 4 tracer injections in the left (V1 lesion) hemisphere after 16 months from the lesion creation. Images of sections are flipped left-right to facilitate comparison with other cases. 
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",-2.4399999999999995,https://www.marmosetbrain.org/goto/W6F/c32a/18.874144/6.228285/3,2018-11-13,2018-10-30,CTBgr
171,-2.5,2734,10.0,M,,85,CJ76,cj76-fr-c30b,c30b,CJ76,8.396168,14.235158,Active,2.0,Parietal area PG,"FR injection was small, and restricted to cytoarchitectural area PG",L,CJ76-FR,-1.71737563610077,-0.724170506000519,2006-01-23,14.64,PG,7.6,This case had 4 injections in the posterior parietal cortex. Only 1 section in 800 µm is used as the basis of the analysis shown here as the alternate series could not be plotted consistently due to histology artefacts in the fluorescence series.,,https://www.marmosetbrain.org/goto/CJ76/c30b/14.235158/8.396168/3,2007-08-17,2007-07-08,FR
172,-2.5,2734,15.0,F,,95,CJ55,cj55-dy-c24b,c24b,CJ55,7.028554,10.811383,Active,1.7,Parietal area PG,"A large DY injection consisting of multiple crystals was centred in parietal area PG, with likely involvement of visual area MST. The patter of label was complex, being very similar to that revealed by the FB injection, but including a wider variety of prefrontal and orbitofrontal areas.",L,CJ55-DY,-0.863695681095123,-1.0897136926651,2002-01-02,14.16,PG,7.2,This animal had 4 injections in the posterior parietal region.,,https://www.marmosetbrain.org/goto/CJ55/c24b/10.811383/7.028554/3,2005-11-13,2005-10-29,DY
173,-2.5,2734,20.0,M,,152,CJ77,cj77-fr-c31b,c31b,CJ77,3.495508,18.369589,Active,1.7,Parietal area PG,"FR was a small injection in cytoarchitectural area PG, which led to labeling of relatively few neurones.",R,CJ77-FR,-2.51387786865234,-1.35393381118774,2006-03-26,15.6,PG,6.9,This animal had 4 tracer injections in posterior parietal cortex but the FE injection was ineffective.,,https://www.marmosetbrain.org/goto/CJ77/c31b/18.369589/3.495508/3,2007-09-03,2007-08-14,FR
174,-2.5,2734,10.0,M,,48,CJ50,cj50-dy-c26b,c26b,CJ50,6.970914,9.784201,Active,1.38504517117,Parietal area PG,"DY Injection in the inferior parietal cortex, near the border between cytoarchitectural areas PG and Opt.",L,CJ50-DY,-1.6838858127594,-0.68984854221344,2000-03-19,14.687501675,PG,7.21538260921,Animal with injections in the ventral part of the occipitoparietal transition cortex.,,https://www.marmosetbrain.org/goto/CJ50/c26b/9.784201/6.970914/3,2003-03-14,2003-03-04,DY
175,-2.5,2714,,F,,361,W6L,w6l-ctbgr-c27a,c27a,W6L,11.845014,24.001442,Hidden,-0.822,Temporal area TE3 (inferior temporal cortex),,L,W6L-CTBgr,4.33812686578259,3.54844908184032,,8.288,TE3,10.843,,,https://www.marmosetbrain.org/goto/W6L/c27a/24.001442/11.845014/3,,,CTBgr
176,-1.5,2756,,M,-1.7200000000000024,337,W6F,w6f-dy-c36a,c36a,W6F,8.064049,21.370794,Hidden,3.689,Visual area 5 (middle temporal area),"The injection of DY was small, and confined to the upper layers of area MT, in the representation of the far periphery (monocular crescent)",L,W6F-DY,-0.0932010051102831,-0.960938989121385,2017-05-20,12.834,V5(MT),9.004,"This animal had a large V1 lesion in the injected hemisphere, created at the age of 38 days postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. It received 4 tracer injections in the left (V1 lesion) hemisphere after 16 months from the lesion creation. Images of sections are flipped left-right to facilitate comparison with other cases. 
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",1.4600000000000009,https://www.marmosetbrain.org/goto/W6F/c36a/21.370794/8.064049/3,2018-11-13,2018-10-30,DY
177,-1.5,2756,,M,-2.0633758544921896,323,CJ56NM,cj56nm-fr-c24a,c24a,CJ56NM,8.567338,10.465825,Hidden,3.526,Visual area 5 (middle temporal area),FR injection in the far peripheral representation of area MT (monocular crescent). Manual reconstruction illustrated in Figure 4 of Palmer and Rosa  2006 (Eur J Neurosci 24: 2389–2405).,L,CJ56NM-FR,0.662997532730913,-0.743162481711038,2002-11-07,12.14,V5(MT),9.356,"Animal with injections in the caudal temporal lobe, as part of a study of connections of area MT. Noticeable are histological artefacts which led to damage to the Nissl stained sections in the caudal block.",1.9744366455078115,https://www.marmosetbrain.org/goto/CJ56NM/c24a/10.465825/8.567338/3,2004-06-01,2004-05-18,FR
178,-1.5,2756,,F,,381,W6R,w6r-dy-c33a,c33a,W6R,7.232806,20.328758,Hidden,3.451,Visual area 5 (middle temporal area),,L,W6R-DY,0.0562993806404004,-0.782062541156521,,12.417,V5(MT),8.663,,,https://www.marmosetbrain.org/goto/W6R/c33a/20.328758/7.232806/3,,,DY
179,-1.5,2756,,F,-0.7600000000000016,246,W6AL,w6al-dy-c32a,c32a,W6AL,7.110974,22.046033,Hidden,3.0,Visual area 5 (middle temporal area),DY injection was well centred in area MT. label in V1 indicates an injection in the representation of the far periphery of the lower quadrant.,L,W6AL-DY,-0.522785890419686,-0.353034359387309,2008-06-15,13.3,V5(MT),9.0,"This animal had a large V1 lesion in the injected hemisphere, which encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. The lesion was created at the age of 6 weeks postnatal.
Once reaching adulthood this animal received 2 injections in the left (V1 lesion) hemisphere, FB and DY. It also received electrophysiological recordings in a terminal session.",1.4399999999999977,https://www.marmosetbrain.org/goto/W6AL/c32a/22.046033/7.110974/3,2009-08-12,2009-07-28,DY
180,-1.5,2756,,M,-1.1799999999999997,358,W2B,w2b-fe-c36a,c36a,W2B,9.564015,20.349024,Hidden,2.915,Visual area 5 (middle temporal area),The FR injection was well contained within the representation of peripheral vision in area V5 (MT). The injection volume was small so relatively few labeled neurons were observed.,L,W2B-FE,0.873713561959299,-0.197933264836264,2010-09-23,11.647,V5(MT),8.923,"This animal had a unilateral left hemisphere V1 lesion on 6/10/2009, at 2 weeks postnatal. The injections were placed approximately 1 year later, followed by an acute electrophysiology session on 27/10/10. Results of recordings from area MT were presented in Yu et al. 2013 (J Neurosci 33:12479 –12489)",2.0,https://www.marmosetbrain.org/goto/W2B/c36a/20.349024/9.564015/3,2010-10-28,2010-10-13,FE
181,-1.5,2756,14.0,M,,49,CJ56,cj56-fr-c24a,c24a,CJ56,8.640904,10.445815,Active,2.9,Visual area 5 (middle temporal area),FR injection in the far peripheral representation of area MT (monocular crescent). Manual reconstruction illustrated in Figure 4 of Palmer and Rosa  2006 (Eur J Neurosci 24: 2389–2405).,L,CJ56-FR,1.6569926738739,-2.11891007423401,2002-11-07,11.6,V5(MT),9.75,"Animal with injections in the caudal temporal lobe, as part of a study of connections of area MT. The process of registration to the template in this case employed an early version of the computational pipeline, which did not use area label maps as constraints; hence, caution is advised in interpreting fine details with reference to proposed area boundaries. also noticeable are histological artefacts which led to damage to the Nissl stained sections in the caudal block.",,https://www.marmosetbrain.org/goto/CJ56/c24a/10.445815/8.640904/3,2004-06-01,2004-05-18,FR
182,-1.5,2756,,M,-1.7200000000000024,379,W6P,w6p-dy-c32b,c32b,W6P,8.305326,22.457307,Hidden,2.865,Visual area 5 (middle temporal area),"The DY injection was in the representation of the far periphery of the visual field, and appeared to be restricted to area MT.",L,W6P-DY,0.863733363823331,-0.102675610644753,2022-02-28,11.929,V5(MT),9.409,This animal had a large V1 lesion placed in the left hemisphere at the age of 5 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. Two tracer injections (FB and DY) were placed on the left (lesioned) hemisphere after 24  months (723 days) of recovery. Images of the sections are flipped left-right in order to facilitate comparison with other cases. ,1.9400000000000013,https://www.marmosetbrain.org/goto/W6P/c32b/22.457307/8.305326/3,2024-04-11,2024-03-27,DY
183,-1.5,2756,,F,-1.0,320,W6E,w6e-fb-c33b,c33b,W6E,9.948827,21.352369,Hidden,2.834,Visual area 5 (middle temporal area),"The FB injection was located in the peripheral upper quadrant representation of area MT. The halo may have slightly invaded the medial superior temporal area (MST), having just  touched the MT?MST border.",L,W6E-FB,1.00964754365292,-0.0914823212489218,2008-11-06,11.834,V5(MT),9.617,"This animal had a large V1 lesion created at 6 week's of age, which destroyed the central representation and the causal part of the calcarine sulcus. It also had electrophysiological recordings in MT and thalamus (primarily in and around the lateral geniculate nucleus) as reported in Yu et al. 2018 (J. Neurosci.38(16):3955–3970), as evidence by the multiple electrode tracks visible in the sections. The total survival time post-lesion was 2 years and 9 months. Two other injections are not reported: fluororuby (invaded the white matter) and fluoroemerald (not effective).",2.3599999999999994,https://www.marmosetbrain.org/goto/W6E/c33b/21.352369/9.948827/3,2011-09-26,2011-09-06,FB
184,-1.5,2756,,F,,360,W6L,w6l-fb-c35a,c35a,W6L,9.768317,22.02207,Hidden,2.725,Visual area 5 (middle temporal area),,L,W6L-FB,1.56887504941629,0.0981416773685825,,11.218,V5(MT),9.718,,,https://www.marmosetbrain.org/goto/W6L/c35a/22.02207/9.768317/3,,,FB
185,-1.5,2756,,M,-1.0688084030151366,227,CJ200,cj200r-fb-c17d,c17d,CJ200R,7.748561,10.155157,Hidden,2.71,Visual area 5 (middle temporal area),"The FB injection was aimed at the peripheral visual field representation of area MT (V5), but invaded the medial superior temporal area (MST) ventrally. It led to a pattern of label which is likely to represent the combined afferents of these areas.",L,CJ200-FB,0.949613837851646,0.039389291924848,2015-08-29,11.78,V5(MT),9.37,"This animal had 4 tracer injections, but only 3 were restricted to cortex. ",2.3219814682006827,https://www.marmosetbrain.org/goto/CJ200R/c17d/10.155157/7.748561/3,2019-04-18,2019-03-26,FB
186,-1.5,2756,,M,-0.9110583496093767,247,W6JL,w6jl-fr-c32b,c32b,W6JL,9.726093,19.919216,Hidden,2.502,Visual area 5 (middle temporal area),The FR injection was contained in the peripheral representation of area MT. Histological reconstruction indicates that it did not invade adjacent areas.,L,W6JL-FR,1.48474073379448,0.269308327984244,2017-07-31,11.027,V5(MT),9.077,"This animal had a large V1 lesion in the injected hemisphere, placed at the age of 6 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. 
The animal received 4 tracer injections (FB, DY, FR and CTB-green) in the left (lesioned) hemisphere after 23 months survival from the lesion. Images of sections are flipped left-right to facilitate comparison with other cases.
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",2.6670642089843746,https://www.marmosetbrain.org/goto/W6JL/c32b/19.919216/9.726093/3,2019-08-20,2019-08-06,FR
187,-1.5,2756,,M,-0.8850909042358417,322,CJ56NM,cj56nm-fb-c21a,c21a,CJ56NM,8.528453,10.47286,Hidden,2.428,Visual area 5 (middle temporal area),"FB injection in the peripheral representation of area MT, centred on horizontal meridian (visible in sections c20a- c23a). ",L,CJ56NM-FB,0.297987152722671,0.286980765993443,2002-11-07,12.474,V5(MT),9.313,"Animal with injections in the caudal temporal lobe, as part of a study of connections of area MT. Noticeable are histological artefacts which led to damage to the Nissl stained sections in the caudal block.",1.707775802612307,https://www.marmosetbrain.org/goto/CJ56NM/c21a/10.47286/8.528453/3,2004-06-01,2004-05-18,FB
188,-1.5,2756,,F,-0.5800000000000018,252,W6KL,w6kl-fb-c33b,c33b,W6KL,6.435642,20.573523,Hidden,2.132,Visual area 5 (middle temporal area),"The FB injection was contained in area MT, being centred in the representation of the peripheral lower field. ",L,W6KL-FB,-0.0897236505612678,0.523195054316745,2019-09-03,12.684,V5(MT),8.904,This animal had a large V1 lesion placed in the left hemisphere at the age of 6 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. Two tracer injections (FB and DY) were placed on the left (lesioned) hemisphere after 31  months of recovery. Images of the sections are flipped left-right in order to facilitate comparison with other cases. Other results from this case have been published (Atapour et al. 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).,1.4000000000000021,https://www.marmosetbrain.org/goto/W6KL/c33b/20.573523/6.435642/3,2020-06-15,2020-05-27,FB
189,-1.5,2756,14.0,M,,51,CJ56,cj56-fb-c21a,c21a,CJ56,8.919856,10.284174,Active,2.0,Visual area 5 (middle temporal area),"FB injection in the peripheral representation of area MT, centred on horizontal meridian (visible in sections c20a- c23a). ",L,CJ56-FB,1.27943563461304,-1.24699735641479,2002-11-07,12.0,V5(MT),9.2,"Animal with injections in the caudal temporal lobe, as part of a study of connections of area MT. The process of registration to the template in this case employed an early version of the computational pipeline, which did not use area label maps as constraints; hence, caution is advised in interpreting fine details with reference to proposed area boundaries. also noticeable are histological artefacts which led to damage to the Nissl stained sections in the caudal block.",,https://www.marmosetbrain.org/goto/CJ56/c21a/10.284174/8.919856/3,2004-06-01,2004-05-18,FB
190,-1.5,2756,,F,,380,W6R,w6r-fb-c29a,c29a,W6R,7.984921,20.486631,Hidden,1.887,Visual area 5 (middle temporal area),,L,W6R-FB,0.727874668799068,0.780486598713472,,11.955,V5(MT),9.41,,,https://www.marmosetbrain.org/goto/W6R/c29a/20.486631/7.984921/3,,,FB
191,-1.5,2756,,F,-0.40000000000000213,318,CJ207,cj207-fb-c33b,c33b,CJ207,8.348558,21.387527,Hidden,1.863,Visual area 5 (middle temporal area),"The FB injection was contained in the middle temporal area (MT, or V5), primarily in the representation of the mid-peripheral upper quadrant. The injection halo may have included the ventral arm of the middle temporal crescent (MTc).",L,CJ207-FB,1.33820477017913,0.874799836042492,2015-03-20,11.493,V5(MT),9.858,"This animal received 4 tracer injections, but the DY injection invaded the white matter extensively and has not been analysed. The DY injection site is visible in section c30a.",2.4200000000000017,https://www.marmosetbrain.org/goto/CJ207/c33b/21.387527/8.348558/3,2020-10-20,2020-10-07,FB
192,-1.5,2756,,M,-0.2758868789672846,250,W6JL,w6jl-dy-c31b,c31b,W6JL,10.145713,20.872107,Hidden,1.812,Visual area 5 (middle temporal area),"The DY injection was placed near the upper vertical meridian representation of area MT, but its halo did invade area V4T, ventrally.",L,W6JL-DY,2.08794883131435,1.01644164248721,2017-07-31,10.541,V5(MT),9.579,"This animal had a large V1 lesion in the injected hemisphere, placed at the age of 6 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. 
The animal received 4 tracer injections (FB, DY, FR and CTB-green) in the left (lesioned) hemisphere after 23 months survival from the lesion. Images of sections are flipped left-right to facilitate comparison with other cases.
Other results from this case have been published (Atapour et al. 2021 Brain Struct Funct 226:2763-2775; 2022 Proc Natl Acad Sci U S A. 119(4):e2117137119).",3.0683986663818352,https://www.marmosetbrain.org/goto/W6JL/c31b/20.872107/10.145713/3,2019-08-20,2019-08-06,DY
193,-1.5,2756,,M,0.0799999999999983,351,CJ214,cj214-fb-c35a,c35a,CJ214,8.260851,21.51116,Hidden,1.655,Visual area 5 (middle temporal area),"The FB injection was in the middle temporal area, primarily in the representation of the upper quadrant but with some invasion of the lower quadrant. The injection has invaded the white matter under MT to a small extent.",L,CJ214-FB,1.15714228901507,1.05846903922268,2016-12-27,11.164,V5(MT),8.885,"This animal had 4 good injections, 2 in prefrontal cortex (CTBr and DY), 1 in posterior parietal cortex (CTBg) and 1 in visual area MT (FB)",2.3599999999999994,https://www.marmosetbrain.org/goto/CJ214/c35a/21.51116/8.260851/3,2021-07-13,2021-06-28,FB
194,-1.5,2756,,M,-0.10000000000000142,378,W6P,w6p-fb-c29a,c29a,W6P,7.986597,22.383566,Hidden,1.534,Visual area 5 (middle temporal area),"The FB injection was restricted to area MT, resulting in label in mid-peripheral representations of both upper and lower visual quadrants in other visual areas.",L,W6P-FB,0.870028681810209,1.14880846483145,2022-02-28,11.833,V5(MT),9.466,This animal had a large V1 lesion placed in the left hemisphere at the age of 5 weeks postnatal. The lesion encompassed the central and near-peripheral representations but spared the far periphery in the calcarine sulcus. Two tracer injections (FB and DY) were placed on the left (lesioned) hemisphere after 24  months (723 days) of recovery. Images of the sections are flipped left-right in order to facilitate comparison with other cases. ,2.3000000000000007,https://www.marmosetbrain.org/goto/W6P/c29a/22.383566/7.986597/3,2024-04-11,2024-03-27,FB
195,-1.5,2756,,M,0.2161579132080078,324,CJ56NM,cj56nm-fe-c18a,c18a,CJ56NM,9.857251,10.815434,Hidden,1.356,Visual area 5 (middle temporal area),FE injection in the central and near-peripheral representation in area MT (upper quadrant). Manual reconstruction illustrated in Figure 10 of Palmer and Rosa  2006 (Eur J Neurosci 24: 2389–2405).,L,CJ56NM-FE,1.34836011972392,1.36404098416752,2002-11-07,11.266,V5(MT),9.543,"Animal with injections in the caudal temporal lobe, as part of a study of connections of area MT. Noticeable are histological artefacts which led to damage to the Nissl stained sections in the caudal block.",2.446945571899416,https://www.marmosetbrain.org/goto/CJ56NM/c18a/10.815434/9.857251/3,2004-06-01,2004-05-18,FE
